keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag
stress reactivity,stress reactivity,stres reactivity,app_sem_1480,no_semantic_change,token_partial_review,medium,translation_review
stress/depression,stress/depression,stres/depresja,app_sem_1481,no_semantic_change,token_full,high,ok
stroke,stroke,udar,app_sem_1482,no_semantic_change,glossary_exact,high,ok
strp,strp,strp,app_sem_1483,no_semantic_change,untranslated_review,low,translation_review
structural equation modeling,structural equation modeling,structural equation modeling,app_sem_1484,no_semantic_change,untranslated_review,low,translation_review
structure,structure,structure,app_sem_1485,no_semantic_change,untranslated_review,low,translation_review
structured professional judgement,structured professional judgement,structured professional judgement,app_sem_1486,no_semantic_change,untranslated_review,low,translation_review
student training,student training,student training,app_sem_1487,no_semantic_change,untranslated_review,low,translation_review
students,students,studenci,app_sem_1488,no_semantic_change,glossary_exact,high,ok
stuttering,stuttering,stuttering,app_sem_1489,no_semantic_change,untranslated_review,low,translation_review
styles of coping with stress,styles of coping with stress,styles of radzenie sobie with stres,app_sem_1490,no_semantic_change,token_partial_review,medium,translation_review
styles of interpersonal functioning,styles of interpersonal functioning,styles of interpersonal functioning,app_sem_1491,no_semantic_change,untranslated_review,low,translation_review
subjective aspects,subjective aspects,subjective aspects,app_sem_1492,no_semantic_change,untranslated_review,low,translation_review
subjective quality of life,subjective quality of life,subjective quality of life,app_sem_1493,no_semantic_change,untranslated_review,low,translation_review
submit your paper,submit your paper,submit your paper,app_sem_1494,no_semantic_change,untranslated_review,low,translation_review
substance abuse,substance abuse,nadużywanie substancji,app_sem_1495,no_semantic_change,glossary_exact,high,ok
substance use disorder,substance use disorder,zaburzenie używania substancji,app_sem_1496,no_semantic_change,glossary_exact,high,ok
substance use disorders,substance use disorder,zaburzenie używania substancji,app_sem_1496,plural_to_concept:substance use disorders->substance use disorder,glossary_exact,high,semantic_merge_audit
subtypes,subtypes,subtypes,app_sem_1497,no_semantic_change,untranslated_review,low,translation_review
suffering,suffering,cierpienie,app_sem_1498,no_semantic_change,glossary_exact,high,ok
suicidal behaviour,suicidal behavior,zachowanie samobójcze,app_sem_1499,spelling:behaviour->behavior,glossary_exact,high,semantic_merge_audit
suicidal thoughts,suicidal thoughts,samobójczy thoughts,app_sem_1500,no_semantic_change,token_partial_review,medium,translation_review
suicide,suicide,samobójstwo,app_sem_1501,no_semantic_change,glossary_exact,high,ok
suicide attempt,suicide attempt,próba samobójcza,app_sem_1502,no_semantic_change,glossary_exact,high,ok
suicide attempts,suicide attempt,próba samobójcza,app_sem_1502,plural_to_concept:suicide attempts->suicide attempt,glossary_exact,high,semantic_merge_audit
suicide ideation,suicide ideation,samobójstwo ideation,app_sem_1503,no_semantic_change,token_partial_review,medium,translation_review
supervision,supervision,supervision,app_sem_1504,no_semantic_change,untranslated_review,low,translation_review
support,support,wsparcie,app_sem_1505,no_semantic_change,token_full,high,ok
support group,support group,wsparcie group,app_sem_1506,no_semantic_change,token_partial_review,medium,translation_review
supportive-expressive therapy,supportive-expressive therapy,supportive-expressive terapia,app_sem_1507,no_semantic_change,token_partial_review,medium,translation_review
suppression,suppression,suppression,app_sem_1508,no_semantic_change,untranslated_review,low,translation_review
survivor,survivor,survivor,app_sem_1509,no_semantic_change,untranslated_review,low,translation_review
survivors,survivors,survivors,app_sem_1510,no_semantic_change,untranslated_review,low,translation_review
symptom dynamics,symptom dynamics,dynamika objawów,app_sem_1511,no_semantic_change,glossary_exact,high,ok
symptom improvement,symptom improvement,objaw improvement,app_sem_1512,no_semantic_change,token_partial_review,medium,translation_review
symptomatic dimensions,symptomatic dimensions,symptomatic dimensions,app_sem_1513,no_semantic_change,untranslated_review,low,translation_review
symptoms of depression,symptoms of depression,objawy of depresja,app_sem_1514,no_semantic_change,token_partial_review,medium,translation_review
syndrome,syndrome,zespół,app_sem_1515,no_semantic_change,token_full,high,ok
synthetic cannabinoids,synthetic cannabinoids,synthetic cannabinoids,app_sem_1516,no_semantic_change,untranslated_review,low,translation_review
systemic family consultation,systemic family consultation,systemowa konsultacja rodzinna,app_sem_1517,no_semantic_change,glossary_exact,high,ok
systemic therapy,systemic therapy,systemic terapia,app_sem_1518,no_semantic_change,token_partial_review,medium,translation_review
taboo,taboo,taboo,app_sem_1519,no_semantic_change,untranslated_review,low,translation_review
tako tsubo,tako tsubo,tako tsubo,app_sem_1520,no_semantic_change,untranslated_review,low,translation_review
tako-tsubo,tako-tsubo,tako-tsubo,app_sem_1521,no_semantic_change,untranslated_review,low,translation_review
tardive dyskinesia,tardive dyskinesia,dyskineza późna,app_sem_1522,no_semantic_change,glossary_exact,high,ok
teachers,teachers,teachers,app_sem_1523,no_semantic_change,untranslated_review,low,translation_review
techniques of coping stress,techniques of coping stress,techniques of radzenie sobie stres,app_sem_1524,no_semantic_change,token_partial_review,medium,translation_review
temperament,temperament,temperament,app_sem_1525,no_semantic_change,glossary_exact,high,ok
temperament and character,temperament and character,temperament and character,app_sem_1526,no_semantic_change,untranslated_review,low,translation_review
temperamental traits,temperamental trait,cecha temperamentu,app_sem_1527,exact_map:temperamental traits->temperamental trait,glossary_exact,high,semantic_merge_audit
temporomandibular disorders,temporomandibular disorder,temporomandibular zaburzenie,app_sem_1528,plural_to_concept:temporomandibular disorders->temporomandibular disorder,token_partial_review,medium,translation_review|semantic_merge_audit
temporomandibular joint dysfunction,temporomandibular joint dysfunction,temporomandibular joint dysfunkcja,app_sem_1529,no_semantic_change,token_partial_review,medium,translation_review
temptation of omnipotence,temptation of omnipotence,temptation of omnipotence,app_sem_1530,no_semantic_change,untranslated_review,low,translation_review
terms for recipients of mental health services,terms for recipients of mental health services,terms for recipients of mental health services,app_sem_1531,no_semantic_change,untranslated_review,low,translation_review
territoriality,territoriality,territoriality,app_sem_1532,no_semantic_change,untranslated_review,low,translation_review
thanatosis,thanatosis,thanatosis,app_sem_1533,no_semantic_change,untranslated_review,low,translation_review
the big five personality factors,the big five personality factor,the big five osobowość czynnik,app_sem_1534,plural_to_concept:the big five personality factors->the big five personality factor,token_partial_review,medium,translation_review|semantic_merge_audit
the centrality of religiosity,the centrality of religiosity,the centrality of religiosity,app_sem_1535,no_semantic_change,untranslated_review,low,translation_review
the code of ethics for psychotherapists,the code of ethics for psychotherapist,the code of ethics for psychotherapist,app_sem_1536,plural_to_concept:the code of ethics for psychotherapists->the code of ethics for psychotherapist,untranslated_review,low,translation_review|semantic_merge_audit
the dark triad,the dark triad,the dark triad,app_sem_1537,no_semantic_change,untranslated_review,low,translation_review
the elderly,the elderly,the elderly,app_sem_1538,no_semantic_change,untranslated_review,low,translation_review
the light triad,the light triad,the light triad,app_sem_1539,no_semantic_change,untranslated_review,low,translation_review
the number of sex partners,the number of sex partners,the number of sex partners,app_sem_1540,no_semantic_change,untranslated_review,low,translation_review
the offer self-image questionnaire for adolescents,the offer self-image questionnaire for adolescents,the offer ja-obraz kwestionariusz for adolescenci,app_sem_1541,no_semantic_change,token_partial_review,medium,translation_review
the paradox,the paradox,the paradox,app_sem_1542,no_semantic_change,untranslated_review,low,translation_review
the quality of sexuality,the quality of sexuality,the jakość of sexuality,app_sem_1543,no_semantic_change,token_partial_review,medium,translation_review
thematic analysis,thematic analysis,thematic analysis,app_sem_1544,no_semantic_change,untranslated_review,low,translation_review
thendency to computer games,thendency to computer games,thendency to computer games,app_sem_1545,no_semantic_change,untranslated_review,low,translation_review
theory of mind,theory of mind,teoria umysłu,app_sem_1546,no_semantic_change,glossary_exact,high,ok
therapeutic alliance,therapeutic alliance,przymierze terapeutyczne,app_sem_1547,no_semantic_change,glossary_exact,high,ok
therapeutic influence,therapeutic influence,terapeutyczny influence,app_sem_1548,no_semantic_change,token_partial_review,medium,translation_review
therapeutic process,therapeutic process,terapeutyczny process,app_sem_1549,no_semantic_change,token_partial_review,medium,translation_review
therapeutic relation,therapeutic relation,terapeutyczny relation,app_sem_1550,no_semantic_change,token_partial_review,medium,translation_review
therapeutic relationship,therapeutic relationship,relacja terapeutyczna,app_sem_1551,no_semantic_change,glossary_exact,high,ok
therapeutics,therapeutics,therapeutics,app_sem_1552,no_semantic_change,untranslated_review,low,translation_review
therapies in burnout,therapies in burnout,therapies in wypalenie,app_sem_1553,no_semantic_change,token_partial_review,medium,translation_review
therapist characteristics,therapist characteristics,therapist characteristics,app_sem_1554,no_semantic_change,untranslated_review,low,translation_review
therapist credibility,therapist credibility,therapist credibility,app_sem_1555,no_semantic_change,untranslated_review,low,translation_review
therapist language,therapist language,therapist language,app_sem_1556,no_semantic_change,untranslated_review,low,translation_review
therapist technique,therapist technique,technika terapeuty,app_sem_1557,no_semantic_change,glossary_exact,high,ok
therapists,therapists,therapists,app_sem_1558,no_semantic_change,untranslated_review,low,translation_review
therapy,therapy,terapia,app_sem_1559,no_semantic_change,token_full,high,ok
thin-ideal internalization,thin-ideal internalization,thin-ideal internalization,app_sem_1560,no_semantic_change,untranslated_review,low,translation_review
