keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,n
therapeutic relation,therapeutic relation,terapeutyczny relation,app_sem_1550,no_semantic_change,token_partial_review,medium,translation_review,1
therapeutics,therapeutics,therapeutics,app_sem_1552,no_semantic_change,untranslated_review,low,translation_review,1
therapies in burnout,therapies in burnout,therapies in wypalenie,app_sem_1553,no_semantic_change,token_partial_review,medium,translation_review,1
therapist characteristics,therapist characteristics,therapist characteristics,app_sem_1554,no_semantic_change,untranslated_review,low,translation_review,1
therapist credibility,therapist credibility,therapist credibility,app_sem_1555,no_semantic_change,untranslated_review,low,translation_review,1
therapist language,therapist language,therapist language,app_sem_1556,no_semantic_change,untranslated_review,low,translation_review,1
therapists,therapists,therapists,app_sem_1558,no_semantic_change,untranslated_review,low,translation_review,1
thin-ideal internalization,thin-ideal internalization,thin-ideal internalization,app_sem_1560,no_semantic_change,untranslated_review,low,translation_review,1
topics index,topics index,topics index,app_sem_1561,no_semantic_change,untranslated_review,low,translation_review,1
topiramate,topiramate,topiramate,app_sem_1562,no_semantic_change,untranslated_review,low,translation_review,1
transactional analysis,transactional analysis,transactional analysis,app_sem_1563,no_semantic_change,untranslated_review,low,translation_review,1
transcranial direct current stimulation,transcranial direct current stimulation,transcranial direct current stimulation,app_sem_1564,no_semantic_change,untranslated_review,low,translation_review,1
transcranial direct current stimulation (tdcs),transcranial direct current stimulation (tdcs),transcranial direct current stimulation (tdcs),app_sem_1565,no_semantic_change,untranslated_review,low,translation_review,1
transference-countertransference relationship,transference-countertransference relationship,transference-countertransference relacja,app_sem_1567,no_semantic_change,token_partial_review,medium,translation_review,1
transgenerational autonomy,transgenerational autonomy,transgenerational autonomy,app_sem_1568,no_semantic_change,untranslated_review,low,translation_review,1
transinstitutionalization,transinstitutionalization,transinstitutionalization,app_sem_1569,no_semantic_change,untranslated_review,low,translation_review,1
transsexualism,transsexualism,transsexualism,app_sem_1570,no_semantic_change,untranslated_review,low,translation_review,1
traumatic experience,traumatic experience,traumatyczny experience,app_sem_1572,no_semantic_change,token_partial_review,medium,translation_review,1
traumatic lower limb surgery,traumatic lower limb surgery,traumatyczny lower limb surgery,app_sem_1573,no_semantic_change,token_partial_review,medium,translation_review,1
treatment compliance,treatment compliance,leczenie compliance,app_sem_1575,no_semantic_change,token_partial_review,medium,translation_review,1
treatment outcome follow-up study,treatment outcome follow-up study,leczenie wynik follow-up badanie,app_sem_1577,no_semantic_change,token_partial_review,medium,translation_review,1
treatment resistant bipolar depression,treatment resistant bipolar depression,leczenie resistant dwubiegunowy depresja,app_sem_1578,no_semantic_change,token_partial_review,medium,translation_review,1
treatment response,treatment response,leczenie response,app_sem_1579,no_semantic_change,token_partial_review,medium,translation_review,1
treatment techniques,treatment techniques,leczenie techniques,app_sem_1580,no_semantic_change,token_partial_review,medium,translation_review,1
trichotillomania,trichotillomania,trichotillomania,app_sem_1581,no_semantic_change,untranslated_review,low,translation_review,1
tripartite model of anxiety and depression,tripartite model of anxiety and depression,tripartite model of lęk and depresja,app_sem_1582,no_semantic_change,token_partial_review,medium,translation_review,1
type 2 (ntrk2),type 2 (ntrk2),type 2 (ntrk2),app_sem_1585,no_semantic_change,untranslated_review,low,translation_review,1
uhplc,uhplc,uhplc,app_sem_1587,no_semantic_change,untranslated_review,low,translation_review,1
ultra-high risk of psychosis,ultra-high risk of psychosis,ultra-high ryzyko of psychosis,app_sem_1590,no_semantic_change,token_partial_review,medium,translation_review,1
unconscious primitive murderous rage,unconscious primitive murderous rage,unconscious primitive murderous rage,app_sem_1591,no_semantic_change,untranslated_review,low,translation_review,1
unconsciousness in the supervision process,unconsciousness in the supervision process,unconsciousness in the supervision process,app_sem_1592,no_semantic_change,untranslated_review,low,translation_review,1
uncontrolled eating,uncontrolled eating,uncontrolled jedzenie,app_sem_1593,no_semantic_change,token_partial_review,medium,translation_review,1
underachievement,underachievement,underachievement,app_sem_1594,no_semantic_change,untranslated_review,low,translation_review,1
unemployment,unemployment,unemployment,app_sem_1595,no_semantic_change,untranslated_review,low,translation_review,1
urine,urine,urine,app_sem_1596,no_semantic_change,untranslated_review,low,translation_review,1
utilization behavior,utilization behavior,utilization behavior,app_sem_1597,no_semantic_change,untranslated_review,low,translation_review,1
vaginismus,vaginismus,vaginismus,app_sem_1598,no_semantic_change,untranslated_review,low,translation_review,1
vagus nerve,vagus nerve,vagus nerve,app_sem_1599,no_semantic_change,untranslated_review,low,translation_review,1
values system,values system,values system,app_sem_1602,no_semantic_change,untranslated_review,low,translation_review,1
vascular factors,vascular factor,vascular czynnik,app_sem_1603,plural_to_concept:vascular factors->vascular factor,token_partial_review,medium,translation_review|semantic_merge_audit,1
venlafaxine,venlafaxine,venlafaxine,app_sem_1604,no_semantic_change,untranslated_review,low,translation_review,1
verb generation,verb generation,verb generation,app_sem_1605,no_semantic_change,untranslated_review,low,translation_review,1
verbal fluency,verbal fluency,verbal fluency,app_sem_1606,no_semantic_change,untranslated_review,low,translation_review,1
vikings,vikings,vikings,app_sem_1607,no_semantic_change,untranslated_review,low,translation_review,1
virtual reality,virtual reality,virtual reality,app_sem_1609,no_semantic_change,untranslated_review,low,translation_review,1
visegrad countries,visegrad countries,visegrad countries,app_sem_1610,no_semantic_change,untranslated_review,low,translation_review,1
visual imaginery,visual imaginery,visual imaginery,app_sem_1611,no_semantic_change,untranslated_review,low,translation_review,1
voice hearing,voice hearing,voice hearing,app_sem_1612,no_semantic_change,untranslated_review,low,translation_review,1
voice signals,voice signals,voice signals,app_sem_1613,no_semantic_change,untranslated_review,low,translation_review,1
voluntary and forced migrants,voluntary and forced migrants,voluntary and forced migrants,app_sem_1614,no_semantic_change,untranslated_review,low,translation_review,1
waiting list,waiting list,waiting list,app_sem_1615,no_semantic_change,untranslated_review,low,translation_review,1
war,war,war,app_sem_1616,no_semantic_change,untranslated_review,low,translation_review,1
warsaw ghetto uprising,warsaw ghetto uprising,warsaw ghetto uprising,app_sem_1617,no_semantic_change,untranslated_review,low,translation_review,1
website accessibility,website accessibility,website accessibility,app_sem_1618,no_semantic_change,untranslated_review,low,translation_review,1
weight gain,weight gain,weight gain,app_sem_1619,no_semantic_change,untranslated_review,low,translation_review,1
weight loss,weight loss,weight loss,app_sem_1620,no_semantic_change,untranslated_review,low,translation_review,1
weight loss therapy,weight loss therapy,weight loss terapia,app_sem_1621,no_semantic_change,token_partial_review,medium,translation_review,1
weight stigma,weight stigma,weight stygmatyzacja,app_sem_1622,no_semantic_change,token_partial_review,medium,translation_review,1
white blood cells,white blood cells,white blood cells,app_sem_1624,no_semantic_change,untranslated_review,low,translation_review,1
whole body cryotherapy,whole body cryotherapy,whole ciało cryotherapy,app_sem_1625,no_semantic_change,token_partial_review,medium,translation_review,1
wisconsin card sorting test,wisconsin card sorting test,wisconsin card sorting test,app_sem_1626,no_semantic_change,untranslated_review,low,translation_review,1
withdrawal and relapse prevention treatment,withdrawal and relapse prevention treatment,withdrawal and nawrót profilaktyka leczenie,app_sem_1627,no_semantic_change,token_partial_review,medium,translation_review,1
woman,woman,woman,app_sem_1628,no_semantic_change,untranslated_review,low,translation_review,1
women's mental health,women's mental health,women's mental health,app_sem_1630,no_semantic_change,untranslated_review,low,translation_review,1
work-related stress,work-related stress,work-related stres,app_sem_1631,no_semantic_change,token_partial_review,medium,translation_review,1
working hours,working hours,working hours,app_sem_1632,no_semantic_change,untranslated_review,low,translation_review,1
workplace stress,workplace stress,workplace stres,app_sem_1635,no_semantic_change,token_partial_review,medium,translation_review,1
worry,worry,worry,app_sem_1636,no_semantic_change,untranslated_review,low,translation_review,1
wrzesien,wrzesien,wrzesien,app_sem_1637,no_semantic_change,untranslated_review,low,translation_review,1
xenomelia,xenomelia,xenomelia,app_sem_1638,no_semantic_change,untranslated_review,low,translation_review,1
yoga,yoga,yoga,app_sem_1639,no_semantic_change,untranslated_review,low,translation_review,1
young adults,young adults,young adults,app_sem_1640,no_semantic_change,untranslated_review,low,translation_review,1
youth,youth,youth,app_sem_1641,no_semantic_change,untranslated_review,low,translation_review,1
youth anxiety measure for dsm-5,youth anxiety measure for dsm-5,youth lęk measure for dsm-5,app_sem_1642,no_semantic_change,token_partial_review,medium,translation_review,1
